"title","category"
"Functional divergence of mammalian caspases","Others"
"Investigation of bone marrow cell-to-lung cell differentiation using proteomics techniques","Biology"
"Gene expression in developmentally competent and incompetent bovine embryos","Technology"
"Measuring the variation in intensity from a laser produced plasma with viewing angle and with illumination geometry.","Physics"
"Investigation of bone marrow cell-to-lung cell differentiation using real-time PCR","Biology"
"Towards novel methods of pest management - detecing salivary proteins in aphid excreta","Biology"
"Research into Novel Airborne Image Mapping Methodologies","Technology"
"Multilayer structures from dilute ferromagnetic oxides","Physics"
"Characterisation and patterning of ITO thin films","Others"
"Synthesis and coordination behaviour of N-confused prophyrins with mixed distortion modes","Chemistry"
"Dehydrogenases: Biocatalysis and Folding","Chemistry"
"Thermal and quantum effects in heterogeneous nanoscale spintronic systems","Physics"
"The role of Brutons Tyrosine Kinase (Btk) and Ro52 in driving IFN responses in plasmacytoid dendritic cells in response to TLR9 specifically in the context of the autoimmune disease SLE","Biology"
"Recognition of glycolipids by human T lymphocytes","Others"
"Population genetics and phylogeography of a bumble bee host of a nematode parasite","Biology"
"Investigations into the population structure and reproductive behaviour of bottlenose dolphins on the west coast of Ireland","Technology"
"Lipobox independent lipid modification of lipoproteins in mycolic acid containing bacteria","Biology"
"MACSI (Mathematics Applications Consortium for Science and Industry)","Mathematics"
"Claude Shannon Institute for Mathematics and Communications","Mathematics"
"Investigation of the role of mitochondrial associated IHG-1 in TGF-beta signalling","Technology"
"Structural determinants of thermal sensitivity in the cold and menthol receptor TRPM8","Others"
"Tailored Adsorption of Proteins onto Mesoporous Silicates","Biology"
"The development of a novel bone graft substitute","Technology"
"An investigation of genetic pathways to mental illness: The Biogenesis of Lysosome-related Organelles Complex 1 (BLOC-1) gene family and schizophrenia.","Biology"
"Controls on sediment dispersal in the Triassic of northwest Europe: an investigation of provenance and palaeodrainage using the Pb isotopic composition of detrital K-feldspar grains.","Technology"
"Zeolite nanocomposites - a new generation of holographic recording materials","Biology"
"Global methods for examining the roles of specific proteins in mammalian cells","Biology"
"Global methods for examining the roles of specific mRNAs in human and animal cells","Biology"
"Mesenchymal Stem Cells in Osteoarthritis","Biology"
"Transport networks in nanotube-based materials","Technology"
"Use of eGFP expressing mouse cells in a neuroepithelial stem cell linleage tracing and transplantation experiment","Biology"
"Activation of programmed cell death (apoptosis) signalling in highly resistant human cancer cells with novel  chemotherapeutic drugs","Biology"
"Wireless enabled environmental data gathering system (WEEDS)","Technology"
"Linking Spatially Encoded Digital Video with Geographic Information Systems","Technology"
"A study of living neurons with frequency modulation atomic force microscopy","Physics"
"Understanding the Origins of the Common Elements: Mass-Loss from Red Giant Stars","Technology"
"An introduction to fibre optical communications systems","Physics"
"Gene expression analysis in spinal cored neuroepithelial stem cell-derived neurospheres","Biology"
"The role of chemistry in biomolecular detection","Chemistry"
"CSET Industry Supplement for Alimentary Pharmabiotic Centre (APC)","Biology"
"Investigating the action of cyclodextrins in prion disorders","Others"
"New approaches to detecting trace halogen-containing compounds in the atmosphere","Chemistry"
"The vertical aerosol distribution over Southern Ireland studied by backscatter and Raman LIDAR","Others"
"Elucidation of microorganisms mediating xenobiotic degradation in soil","Biology"
"Computational modeling of deep brain stimulation for the treatment of tremor in Parkinsons disease","Technology"
"Tagged magnetic resonance imaging (MRI) and finite element (FE) analysis for the determination of arterial and skeletal muscle tissue properties.","Physics"
"CHARACTERISATION OF THE ROLE OF TRANSCRIPTION TERMINATION IN THE CELL CYCLE REGULATION OF HISTONE mRNAs.","Policy"
"Quantification of Marine Aerosol Flux and its biological content.","Biology"
"In-Situ Spectroscopic Studies of Atomic Layer Deposition Processes","Engineering"
"CSET General Supplement for Alimentary Pharmabiotic Centre (APC)","Biology"
"Incorporating the modular static timing tool ACETT in Suns Real-Time Java Platform Mackinac","Technology"
"Incorporation of HeteroMPI into Open MPI","Others"
"Molecular level activation and gating of interfacial-protein conformations - MAGIC","Chemistry"
"Nanoscale Engineering of Position Controlled Quantum Dot Heterostructures for Quantum Communication Processing","Engineering"
"Role of the Major Histocompatability Class I Complex during mammalian preimplantation embryo development","Technology"
"PICA - Principal Investigator Career Advancement The genetics controlling the risk of atherosclerosis","Biology"
"PICA - Principal Investigator Career Advancement Surface plasmon-semiconductor nanocrystal interactions: toward nanosclae light emitting devices","Policy"
"PICA - Principal Investigator Career Advancement GUILD: Generating Urban Infrastructures from LiDAR Data","Technology"
"Regulation of urethral smooth muscle contraction and relaxation","Policy"
"Discovery of key functional genes regulating early pregnancy","Biology"
"Natural sunlight damage to human skin mitochondria its early detection characterisation and progression","Others"
"Understanding gliotoxin-mediated disruptions in astrocytic and neuronal metabolism","Biology"
"Inhibition of metalloproteinases","Biology"
"Regulation of pathogenic T cells in multiple sclerosis","Biology"
"Defining the molecular mechanism(s) underlying the anti-inflammatory effects of cannabinoids","Chemistry"
"Regulation of the Ndt80 meiosis transcription factor","Policy"
"Ex vivo generation of regulatory T cells expressing the transcription factor foxp3 for the improvement of graft survival in cornea transplantation.","Biology"
"Effects of novel titanocene analogues on DNA stability and subsequent cell death in prostate cancer cells: Pre clinical evaluation","Biology"
"Processing and plasticity in the auditory cortex","Engineering"
"Imidazoline receptor-mediated modulation of the neuroendocrine response to stress: sites and mechanisms of action","Biology"
"Identification and Characterisation of Molecular Regulators of Circadian Rhythms.","Chemistry"
"Investigation into reoxygenation specific activation of Nrf-2 and its role in protection against oxidant damage in ischemia reperfusion injury.","Technology"
"Investigation of the effect of amyloid-beta on Akt signalling in animal models of Alzheimers disease.","Biology"
"An electrochemical system for long-term real-time monitoring of dopamine neurotransmission in discrete brain regions: development and application to the pharmacology of typical and atypical neuroleptics","Chemistry"
"An investigation into the function of the hereditary spastic paraplegia protein spartin","Biology"
"The use of a recombinant viral vectors expressing TRAIL and mesenchymal stem cells in a novel therapeutic strategy for malignant colorectal cancer","Biology"
"Hippocampal output to neocortex: examination of the electrophysiological and plastic properties of subicular and CA1 projections to perirhinal and postrhinal cortices.","Others"
"Modified CDs  as novel targeted (non-toxic) prototype formulations to deliver therapeutic siRNA for  cancer therapy.","Biology"
"Molecular Recognition and Drug Design - NMR Spectroscopic and Molecular Modelling Studies of GIP and its Analogues","Engineering"
"Synthesis and evaluation of novel lanthanide ion based ribonuclease mimics: from coordination complexes to artificial metallo-enzyme structures","Chemistry"
"Prodrugs of antibiotic and antitoxin or antiinflammatory agents targeting anaerobic and enteric bacteria","Biology"
"Development of a catalytic asymmetric hetero Diels Alder reaction using acyl nitroso dienophiles","Chemistry"
